family_group|ssn_hash|vendor_member_key|given_name|surname|birth_dt|street|town|province|postal|relation|med_plan|tier|active_flag|audit_source_system|audit_load_ts
FAM1210|SSN2994EF7AA819|VB-D1210-02|Yoni|Weiss|20140109|73 Allenby|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1211|SSNF41DEB87697C|VB-E1211|Tomer|Katz|19701113|17 Dizengoff|Netanya|NT|4230008|employee|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1211|SSN65B5F7AE6737|VB-S1211|Nadav|Katz|19950521|17 Dizengoff|Netanya|NT|4230008|spouse|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1211|SSN8A76157D9354|VB-D1211-01|Nina|Katz|20140803|17 Dizengoff|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1212|SSN0B6E5177B1A2|VB-E1212|Iris|Baron|19990615|99 Jaffa Rd|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1212|SSN4A30F2BBAF18|VB-D1212-01|Eli|Baron|20081203|99 Jaffa Rd|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1213|SSN9AC9225BB24A|VB-D1213-01|Yael|Weiss|20120627|59 Allenby|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1214|SSNF227B0B7982F|VB-E1214|Nadav|Golan|20050622|44 Ibn Gabirol|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1215|SSNABF3CD7548D7|VB-E1215|Lior|Mizrahi|20150801|13 Rothschild|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1216|SSND42BD7A400ED|VB-E1216|Rina|Mizrahi|19720221|26 Dizengoff|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1216|SSN1ACBDEE2966D|VB-S1216|Liam|Mizrahi|19781121|26 Dizengoff|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1216|SSN13129D3164F3|VB-D1216-01|Zoe|Mizrahi|20080721|26 Dizengoff|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1217|SSNC3C73DFB2BD1|VB-E1217|Yael|Green|20101008|91 Jaffa Rd|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1217|SSNCAC5CF510F4F|VB-S1217|Itai|Green|19550123|91 Jaffa Rd|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1217|SSN39E46E6BD90E|VB-D1217-01|Eli|Green|20090723|91 Jaffa Rd|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1217|SSN071CEB38B96D|VB-D1217-02|Sam|Green|20150208|91 Jaffa Rd|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1218|SSNF81DCDEB2AF3|VB-E1218|Dan|Friedman|19630725|12 Jaffa Rd|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1218|SSN1BBC69721E64|VB-D1218-01|David|Friedman|20101122|12 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1219|SSNBDA67FFF7063|VB-E1219|Shira|Hazan|19650812|9 Ibn Gabirol|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1219|SSN35D3B9F40348|VB-D1219-01|Idan|Hazan|20100720|9 Ibn Gabirol|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1220|SSN9AA01A9116FC|VB-E1220|Maya|Shapiro|20030219|57 Ben Yehuda|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1220|SSNF49C3C606977|VB-D1220-01|Dan|Shapiro|20140626|57 Ben Yehuda|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1221|SSN5970F83EDA8D|VB-D1221-01|David|Weiss|20120417|32 HaNassi|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1221|SSN6B3C54A4EAC1|VB-D1221-02|Shira|Weiss|20160424|32 HaNassi|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1221|SSN4791BCEE35B2|VB-D1221-03|Leah|Weiss|20121102|32 HaNassi|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1222|SSN18350A2DCD13|VB-E1222|Yael|Hazan|19930217|64 King George|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1222|SSN98F1C6D2A4FC|VB-D1222-01|Ava|Hazan|20130605|64 King George|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1222|SSN9994045848C6|VB-D1222-02|Leah|Hazan|20140618|64 King George|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1223|SSN7E29B172314C|VB-E1223|Gadi|Green|19561003|23 Rothschild|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1223|SSN3837D0C208E2|VB-S1223|Omar|Green|19570126|23 Rothschild|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1223|SSN34AC49FD6921|VB-D1223-01|Leah|Green|20160521|23 Rothschild|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1223|SSN6233390A275A|VB-D1223-02|Tomer|Green|20160714|23 Rothschild|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1224|SSN099E1BD081CE|VB-E1224|Ron|Gold|19640503|52 Jaffa Rd|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1224|SSNE620638BC8AF|VB-S1224|Tal|Gold|19680318|52 Jaffa Rd|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1224|SSNAF81E8076E88|VB-D1224-01|Eli|Gold|20141021|52 Jaffa Rd|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1224|SSNE07737C925C9|VB-D1224-02|Gadi|Gold|20090523|52 Jaffa Rd|Netanya|NT|4230008|dependent|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1224|SSN75DEB721BFC7|VB-D1224-03|Nina|Gold|20110108|52 Jaffa Rd|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1226|SSNCA9D35A7C1C9|VB-E1226|Dan|Nissan|19881209|90 Herzl St|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1226|SSNCE9C882E07C3|VB-S1226|Sam|Nissan|20020524|90 Herzl St|Jerusalem|JM|9100002|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1226|SSNEE02EF7FA966|VB-D1226-01|Matan|Nissan|20090111|90 Herzl St|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1226|SSN2E3D11805289|VB-D1226-02|Yoni|Nissan|20140517|90 Herzl St|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1226|SSNBADE87779DAB|VB-D1226-03|Liam|Nissan|20121219|90 Herzl St|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1227|SSNF067B70195CC|VB-E1227|Dan|Levi|19861006|10 Rothschild|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1227|SSN3FE73E69D48F|VB-S1227|Adam|Levi|20040219|10 Rothschild|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1228|SSN6BCA74FCE282|VB-E1228|Tal|Cohen|19570108|93 Jaffa Rd|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1228|SSN3FCE1D0BB3F7|VB-S1228|Dan|Cohen|19790306|93 Jaffa Rd|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1229|SSN3C4A0C6B8C9C|VB-E1229|Yasmin|Biton|20010609|71 King George|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1229|SSNE039ABF07784|VB-D1229-01|Nadav|Biton|20130217|71 King George|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1230|SSNCC4BA41A05C1|VB-E1230|Tal|Levi|19800215|7 Dizengoff|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1230|SSN312AD2D2E688|VB-D1230-01|Gadi|Levi|20120603|7 Dizengoff|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1231|SSN42701469C1CF|VB-E1231|Rina|Berkowitz|20050524|59 Herzl St|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1231|SSN21883FE7DBAD|VB-S1231|Itai|Berkowitz|19781016|59 Herzl St|Petah Tikva|PT|4950007|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1231|SSN2440D62C93FC|VB-D1231-01|Gadi|Berkowitz|20111218|59 Herzl St|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1231|SSN7046D83D7D6A|VB-D1231-02|Gadi|Berkowitz|20110301|59 Herzl St|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1232|SSND80747275A44|VB-E1232|Ava|Azulai|20021210|45 Herzl St|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1232|SSN35C7E8A55A5D|VB-S1232|Tal|Azulai|19700716|45 Herzl St|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1232|SSN87DD3329771D|VB-D1232-01|Noa|Azulai|20101209|45 Herzl St|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1232|SSN0AFF2AAB1C5F|VB-D1232-02|Liam|Azulai|20080428|45 Herzl St|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1233|SSN5B3408C7E53D|VB-E1233|Iris|Green|19920217|53 Allenby|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1233|SSNC0646A9205AB|VB-S1233|Sarah|Green|19800219|53 Allenby|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1233|SSNFE7E6BFAB248|VB-D1233-01|Nadav|Green|20080722|53 Allenby|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1233|SSN22F6CE06D4BC|VB-D1233-02|Sam|Green|20110509|53 Allenby|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1233|SSN35B9566001BC|VB-D1233-03|David|Green|20130723|53 Allenby|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1234|SSN4584E7531F62|VB-E1234|Yasmin|Green|19670325|42 Allenby|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1234|SSNDB9B450F402E|VB-D1234-01|Maya|Green|20100206|42 Allenby|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1234|SSNF82D5FD6CA25|VB-D1234-02|Itai|Green|20150614|42 Allenby|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1235|SSNA200B2139844|VB-E1235|Omar|Ben-David|19740809|69 Allenby|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1236|SSN106D0E447A14|VB-E1236|Tomer|Gold|19570427|21 HaNassi|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1236|SSN68486EA63D40|VB-D1236-01|Sam|Gold|20091208|21 HaNassi|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1236|SSNC73DDCF90760|VB-D1236-02|Dan|Gold|20140902|21 HaNassi|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1236|SSN20C3DC8E0099|VB-D1236-03|Hila|Gold|20120527|21 HaNassi|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1237|SSN3FD94D504933|VB-S1237|Yoni|Weiss|19630201|4 King George|Jerusalem|JM|9100002|spouse|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1237|SSNDD363A5AB575|VB-D1237-01|Noa|Weiss|20110307|4 King George|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1238|SSN1A6EE97B819F|VB-E1238|Adam|Green|19560207|48 Jaffa Rd|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1238|SSN6B1323A5AAD5|VB-D1238-01|Itai|Green|20100228|48 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1238|SSN5C172E80708B|VB-D1238-02|Sarah|Green|20130202|48 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1238|SSNF3D29457BA9B|VB-D1238-03|Itai|Green|20080319|48 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1240|SSNBDEAEF236E70|VB-E1240|Noa|Gold|19941008|36 Rothschild|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1240|SSND4E8A32C0BE1|VB-S1240|Yael|Gold|19810916|36 Rothschild|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1241|SSN55366CC1068E|VB-E1241|Nina|Peretz|19960908|12 HaNassi|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1241|SSN70F8C337F4E3|VB-D1241-01|Yoni|Peretz|20130818|12 HaNassi|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1241|SSNC176FB4BC387|VB-D1241-02|Yoni|Peretz|20150619|12 HaNassi|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1241|SSN100F7F998AE8|VB-D1241-03|Tal|Peretz|20130709|12 HaNassi|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1242|SSN1EC5D4CA979E|VB-E1242|Ava|Baron|19580817|4 Allenby|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1242|SSNC087A6A1EDBA|VB-S1242|Nadav|Baron|19690304|4 Allenby|Jerusalem|JM|9100002|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1242|SSNFAD2CF9691F6|VB-D1242-01|Yasmin|Baron|20110518|4 Allenby|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1242|SSN3EEC36A00F6C|VB-D1242-02|Sarah|Baron|20080419|4 Allenby|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1243|SSNA9076DA4A157|VB-E1243|Nadav|Katz|20061223|46 Dizengoff|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1243|SSNCA65E7AA39E4|VB-S1243|Nadav|Katz|19561223|46 Dizengoff|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1244|SSN478FF29DA17B|VB-E1244|Noa|Green|19580420|70 HaNassi|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1244|SSN1411D3F826D9|VB-S1244|Tal|Green|19850111|70 HaNassi|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1244|SSN8FC353724F0D|VB-D1244-01|Lior|Green|20110311|70 HaNassi|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1244|SSN345470BC99DB|VB-D1244-02|Tomer|Green|20100602|70 HaNassi|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1245|SSNBBAAA14D6AD0|VB-E1245|Sam|Haddad|19880603|19 Arlozorov|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1245|SSN9674FD618D10|VB-S1245|Hila|Haddad|19801004|19 Arlozorov|Tel Aviv|TA|6100001|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1245|SSN7CC4D05541EB|VB-D1245-01|Eli|Haddad|20120605|19 Arlozorov|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1245|SSNE1DE02A35116|VB-D1245-02|Zoe|Haddad|20141116|19 Arlozorov|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1246|SSN1EDF53C52677|VB-E1246|Ron|Gold|20050608|41 Dizengoff|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1246|SSN25C430A70F25|VB-S1246|Sarah|Gold|19660710|41 Dizengoff|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1247|SSN47EE85E1A9AF|VB-D1247-02|Eli|Cohen|20111119|89 HaNassi|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1248|SSN541C645025D1|VB-E1248|Liam|Kaplan|19770606|64 Dizengoff|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1248|SSNBA48FD0D0D8E|VB-S1248|Liam|Kaplan|20071222|64 Dizengoff|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1248|SSNA5BE6EE8FF80|VB-D1248-01|Idan|Kaplan|20130801|64 Dizengoff|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1248|SSN8DAFEE1D24E4|VB-D1248-02|Adam|Kaplan|20110423|64 Dizengoff|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1249|SSN144C2C83E00A|VB-E1249|Iris|Cohen|19580715|45 HaNassi|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1249|SSND1ACC062CC9F|VB-D1249-02|Dan|Cohen|20160704|45 HaNassi|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1250|SSN4E63584B7B82|VB-E1250|Liam|Levi|19730111|74 Ben Yehuda|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1250|SSN280E03F0CF3B|VB-S1250|Maya|Levi|19590606|74 Ben Yehuda|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1251|SSN31F91977DBEC|VB-E1251|Matan|Green|19761020|21 Jaffa Rd|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1252|SSN9D21A22101F1|VB-E1252|Zoe|Gold|19820302|4 King George|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1252|SSN050B14B9F575|VB-S1252|Omar|Gold|19670723|4 King George|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1252|SSN5FBF8EA7DAE9|VB-D1252-01|Ron|Gold|20160522|4 King George|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1252|SSN4C85192C93B6|VB-D1252-02|Rina|Gold|20120404|4 King George|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1252|SSNB267E7EDCEC3|VB-D1252-03|Noa|Gold|20141018|4 King George|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1253|SSN0AAF2E91B9C2|VB-E1253|Nina|Green|19731121|20 Herzl St|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1253|SSN16AC591BE88A|VB-S1253|Omar|Green|19610107|20 Herzl St|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1254|SSND658B7A4E333|VB-E1254|Yael|Haddad|19740716|82 HaNassi|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1255|SSNB28DDA7527BD|VB-E1255|Leah|Adler|19660802|50 Dizengoff|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1255|SSNE680144D84BF|VB-S1255|Itai|Adler|19710427|50 Dizengoff|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1256|SSN95F3429F88E9|VB-E1256|Dan|Weiss|19811008|86 Jaffa Rd|Netanya|NT|4230008|employee|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1256|SSN7E3F8F528D2E|VB-S1256|Sarah|Weiss|19790914|86 Jaffa Rd|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1256|SSN8B45DEDEEFA9|VB-D1256-01|Ron|Weiss|20151008|86 Jaffa Rd|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1257|SSNE92780346D0A|VB-E1257|David|Levi|19871017|39 Jaffa Rd|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1257|SSNA268C7034899|VB-D1257-01|Hila|Levi|20100225|39 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1257|SSNBD32BDC4471E|VB-D1257-02|Itai|Levi|20100307|39 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1258|SSN80A73C144E97|VB-E1258|Hila|Biton|19671105|17 Herzl St|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1258|SSN5F2D599EBD62|VB-D1258-01|Adam|Biton|20131226|17 Herzl St|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1259|SSN0F5F1CD2A9BA|VB-E1259|Tal|Ben-David|19551220|71 Allenby|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1259|SSNDA92055A425C|VB-S1259|Yoni|Ben-David|19810214|71 Allenby|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1259|SSNA8C9559E1A41|VB-D1259-01|Sam|Ben-David|20101019|71 Allenby|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1259|SSN5E256506DCD9|VB-D1259-02|Nadav|Ben-David|20090219|71 Allenby|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1260|SSNFC4DA5F4EC07|VB-E1260|Matan|Biton|19710721|37 Ibn Gabirol|Tel Aviv|TA|6100001|employee|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1260|SSNFE78E20D5778|VB-S1260|Shira|Biton|19850106|37 Ibn Gabirol|Tel Aviv|TA|6100001|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1260|SSNBF7AD564EF11|VB-D1260-01|Adam|Biton|20140320|37 Ibn Gabirol|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1260|SSNBF614E745BE0|VB-D1260-02|Shira|Biton|20140113|37 Ibn Gabirol|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
